"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"1",0.262827153337779,0.158186054710182,-2.4697880070487,-1.53576359901642,-0.579780438542641,-0.102005383909387,-0.50045903924017
"2",0.720631509974937,-0.674596373894603,1.34122439589815,-0.844196326929942,1.80720312318964,0.571641187283769,-0.929492378427848
"3",3.11601017381318,0.385173323567884,-1.49079174493123,-1.03073172185007,-1.69253420544981,-0.0884672395407339,-1.16559726750588
"4",-0.0517984944571523,-1.5651204968016,-0.435543959122584,-1.29955715482054,0.795841280317201,-2.00984622233646,-0.484495854081334
"5",1.30982825422748,-1.32546369041631,0.0179541411399973,-0.096282174355461,0.932457595516498,-0.63107044381872,-1.91934744799969
"6",-6.97977937248174,-2.32585975665559,2.94411619216605,-1.01965960849669,1.48908687632931,-0.518225760357788,0.644703637508175
"7",0.402632171310684,0.380549628119591,-1.10793960126888,-1.24121847397615,-0.765115075263198,-0.440233403040573,-0.776416811599648
"8",0.755259931610279,-0.666861636569502,1.29913775689221,-0.818824131719481,1.75272841263969,0.526823756884622,-0.99605521547949
"9",3.02833683981617,0.291640934001422,-2.2075373342783,-1.16455043644251,-1.66051704966061,0.0548792666565999,-1.06548647177145
"10",-0.842686778943482,-1.60267658048732,-0.11958339853208,-0.928778985121761,1.09613313032323,-1.84083019816402,-0.391830666543899
"11",1.4760363494322,-1.06482496652918,1.62134292300239,0.253808811777003,0.763464647361715,-1.0460033320341,-2.22013874991943
"12",-7.05063183373925,-2.08982529099579,3.34929044333417,-0.935540294372994,1.51511291182392,-0.551644378747475,0.531808476158983
"13",0.212040251501178,0.167683284274115,-2.35114345107367,-1.70351134023748,-0.49946380078439,-0.103580487749344,-0.645168924252641
"14",0.927340851521892,-0.900721664440531,0.604545548255431,-0.160452809858075,1.18240064320108,0.877077946066616,0.264527425517604
"15",3.15528453124409,0.319235379718089,-1.61899427892315,-0.850756563551945,-1.0925197805721,-0.21988428546348,-1.43809376797869
"16",-0.918307133880024,-1.51195786873476,0.309210801401242,-1.28385688198411,0.503380904439944,-1.71756354724932,-0.149396346697912
"17",1.21518212776846,-1.24350708863767,0.513499701011441,-0.733343472874377,0.083046136384241,-0.33784069038486,-1.48651282223014
"18",-7.01842904710042,-2.17702683671942,2.54440526515191,-0.595082255353561,1.97217845819615,-0.663203755139289,0.269525547214961
"19",0.261033111420144,0.196779259959745,-2.45682031441872,-1.52456983767682,-0.619924114270542,-0.153590737129584,-0.49372992306113
"20",0.755280785248727,-0.67232308391896,1.35013981166577,-0.897622115221565,1.81166346843479,0.613113977889634,-0.909666977916292
"21",3.13445929337683,0.42585788349958,-1.45079447506872,-1.00895270567368,-1.6828866932016,-0.0575059454451763,-1.15589855542733
