"","Sample_ID","CentroidX","CentroidY","Mass","Width","Depth","Orientation0","Orientation1","Orientation2","Orientation3","Orientation4","Orientation5","Orientation6","Orientation7","Orientation8","Orientation9","Leaf.weight","LeafArea","Leaf.Hue","Class"
"1",1,-0.378455325835174,0.515218035822776,2.09257597777248,0.266550580112229,1.34175157840748,-0.117635435115387,0.0266568194366157,1.27299886843811,0.699410063562346,-0.244790411574935,-1.56032433666506,-0.646062961247994,-0.408988651054451,-0.448143525564874,-0.00983990342372758,-0.985543919357837,0.279467629333944,-0.176153991622932,"A"
"2",2,0.707607532147924,0.169007809455559,-0.0774137822881483,-1.70592918753689,-0.29169242867926,0.490528759484214,-0.0681070211253032,-0.315073862326515,-0.621009426011984,-0.304359905242931,0.215114428833195,-0.380829329967476,-0.709861947249412,-0.135542116800895,-0.0353151493441227,2.21894918370387,-1.92013120712699,-0.510991375603155,"A"
"3",3,-0.0287327832700949,-0.0658990807567353,0.642484652066498,1.58153709187831,0.867006768466011,0.951857511253267,1.30012537519125,0.21330157987631,-0.543905701804339,-0.677022485339561,-1.31044470949331,-1.80475952071745,-1.69204630505241,-1.239488135767,-0.991831169413762,0.0826204483293995,0.184241094340818,0.759490896945914,"A"
"4",4,-1.21972851754367,1.19184657744811,-0.0650589104059802,-0.563967216792665,1.44635636703865,0.167639737753948,-0.740696108801344,-0.361248860129763,-0.789630228419567,-0.396621285654381,-1.5374303021304,0.251414883362895,-0.409796111024749,0.66719637592266,0.567957240163106,-2.05370828704507,-0.776071568406762,-0.936068621932657,"A"
"5",5,0.48791829292838,0.265555127995927,-0.477643348333058,0.0935260390903757,1.38198418941946,0.639210060287268,0.71587342634949,-0.924219659665978,-0.683494474294851,-0.863516736842401,-0.256667156463845,-0.379686354880789,-0.2620283720097,-0.360233587999265,-0.291738732068903,1.15078481601664,-1.1194235819031,-1.45376046383116,"A"
"6",6,0.0120203104096106,0.965194405631866,-0.58617248023656,-2.6402617090549,1.30151896739549,-2.19168692780916,-2.42308676598135,-0.000897081009564179,-0.271880503349521,1.07767921487568,2.29208948296431,2.83661675667749,2.91716566402536,2.95688386196723,3.13640886084062,-2.05370828704507,-2.13070255915405,0.928096955545886,"A"
"7",7,-0.368280251160065,0.52593691378994,-0.240452591602314,0.291516907103638,1.35469088097005,-0.113305873303512,0.0150630162978558,1.28572979176639,0.688290553365016,-0.249272224313266,-1.5374303021304,-0.692020993343616,-0.409796111024749,-0.451290321555101,-0.0150527016185308,-2.05370828704507,0.293512886048217,-0.155071397440996,"A"
"8",8,0.71795608800703,0.160066100672824,-0.053020542369684,-1.61688270616491,-0.285813213092512,0.489243968971971,-0.0738065279903187,-0.320087361041625,-0.606698969205369,-0.330472502814161,0.152585610278414,-0.41869681639736,-0.714972897029651,-0.144437256155208,-0.0246815879520045,-2.05370828704507,-1.93625812059048,-0.539816094025881,"A"
"9",9,-0.0484157381056434,-0.0718437980110794,1.82450391661016,1.67138700924604,0.884233556583993,0.95347289071811,1.31101902966444,0.213231916263858,-0.55310323619463,-0.669254755404289,-1.26335773017448,-1.8137414205527,-1.66978260091688,-1.23933993888859,-0.998493052805677,0.0826204483293995,0.16928303093379,0.779007668034234,"A"
"10",10,-1.21254386776528,1.20321994453452,-0.326959691248143,-0.503511992295823,1.48943057115706,0.169565001076984,-0.737155683520349,-0.35664845441481,-0.788386863804022,-0.411134397223305,0.0256678898926881,0.213798792987882,0.572426884498613,0.651846248421977,0.561630848741249,2.21894918370387,-0.761436274669483,-0.935990056258816,"A"
